audio_path,species,group,source,recording_id,common_name_zh,common_name_en,scientific_name,call_type,background,site,recordist,license,start_s,end_s
audio/1-34119-A-1.wav,rooster,bird,esc-50,34119,公鸡,Rooster,Gallus gallus domesticus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-34119-B-1.wav,rooster,bird,esc-50,34119,公鸡,Rooster,Gallus gallus domesticus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-34495-A-14.wav,chirping_birds,bird,esc-50,34495,鸣禽,Chirping birds,Aves,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-34497-A-14.wav,chirping_birds,bird,esc-50,34497,鸣禽,Chirping birds,Aves,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-38559-A-14.wav,chirping_birds,bird,esc-50,38559,鸣禽,Chirping birds,Aves,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-38560-A-14.wav,chirping_birds,bird,esc-50,38560,鸣禽,Chirping birds,Aves,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-39835-A-9.wav,crow,bird,esc-50,39835,乌鸦,Crow,Corvus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-39835-B-9.wav,crow,bird,esc-50,39835,乌鸦,Crow,Corvus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-39901-A-11.wav,sea_waves,environment,esc-50,39901,海浪,Sea waves,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-39901-B-11.wav,sea_waves,environment,esc-50,39901,海浪,Sea waves,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-39923-A-1.wav,rooster,bird,esc-50,39923,公鸡,Rooster,Gallus gallus domesticus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-40730-A-1.wav,rooster,bird,esc-50,40730,公鸡,Rooster,Gallus gallus domesticus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-4211-A-12.wav,crackling_fire,environment,esc-50,4211,篝火,Crackling fire,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-43382-A-1.wav,rooster,bird,esc-50,43382,公鸡,Rooster,Gallus gallus domesticus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-43760-A-11.wav,sea_waves,environment,esc-50,43760,海浪,Sea waves,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-44831-A-1.wav,rooster,bird,esc-50,44831,公鸡,Rooster,Gallus gallus domesticus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-46040-A-14.wav,chirping_birds,bird,esc-50,46040,鸣禽,Chirping birds,Aves,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-46272-A-12.wav,crackling_fire,environment,esc-50,46272,篝火,Crackling fire,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-46938-A-7.wav,insects,insect,esc-50,46938,昆虫（复合）,Insects,Insecta,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-46938-B-7.wav,insects,insect,esc-50,46938,昆虫（复合）,Insects,Insecta,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-47709-A-16.wav,wind,environment,esc-50,47709,风声,Wind,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-47714-A-16.wav,wind,environment,esc-50,47714,风声,Wind,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-47819-A-5.wav,cat,mammal,esc-50,47819,猫,Cat,Felis catus,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-47819-B-5.wav,cat,mammal,esc-50,47819,猫,Cat,Felis catus,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-47819-C-5.wav,cat,mammal,esc-50,47819,猫,Cat,Felis catus,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-49409-A-8.wav,sheep,mammal,esc-50,49409,羊,Sheep,Ovis aries,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-49409-B-8.wav,sheep,mammal,esc-50,49409,羊,Sheep,Ovis aries,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-50060-A-10.wav,rain,environment,esc-50,50060,雨声,Rain,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-51035-A-16.wav,wind,environment,esc-50,51035,风声,Wind,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-51036-A-16.wav,wind,environment,esc-50,51036,风声,Wind,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-51037-A-16.wav,wind,environment,esc-50,51037,风声,Wind,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-54918-A-14.wav,chirping_birds,bird,esc-50,54918,鸣禽,Chirping birds,Aves,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-54918-B-14.wav,chirping_birds,bird,esc-50,54918,鸣禽,Chirping birds,Aves,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-54958-A-10.wav,rain,environment,esc-50,54958,雨声,Rain,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-56233-A-9.wav,crow,bird,esc-50,56233,乌鸦,Crow,Corvus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-56234-A-9.wav,crow,bird,esc-50,56234,乌鸦,Crow,Corvus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-56311-A-10.wav,rain,environment,esc-50,56311,雨声,Rain,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-56380-A-5.wav,cat,mammal,esc-50,56380,猫,Cat,Felis catus,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-56380-B-5.wav,cat,mammal,esc-50,56380,猫,Cat,Felis catus,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-57316-A-13.wav,crickets,insect,esc-50,57316,蟋蟀,Crickets,Gryllidae,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-57318-A-13.wav,crickets,insect,esc-50,57318,蟋蟀,Crickets,Gryllidae,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-57795-A-8.wav,sheep,mammal,esc-50,57795,羊,Sheep,Ovis aries,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-59102-A-13.wav,crickets,insect,esc-50,59102,蟋蟀,Crickets,Gryllidae,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-59513-A-0.wav,dog,mammal,esc-50,59513,犬,Dog,Canis lupus familiaris,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-5996-A-6.wav,hen,bird,esc-50,5996,母鸡,Hen,Gallus gallus domesticus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-61252-A-11.wav,sea_waves,environment,esc-50,61252,海浪,Sea waves,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-63871-A-10.wav,rain,environment,esc-50,63871,雨声,Rain,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-65483-A-13.wav,crickets,insect,esc-50,65483,蟋蟀,Crickets,Gryllidae,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-69760-A-16.wav,wind,environment,esc-50,69760,风声,Wind,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-7057-A-12.wav,crackling_fire,environment,esc-50,7057,篝火,Crackling fire,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-71030-A-6.wav,hen,bird,esc-50,71030,母鸡,Hen,Gallus gallus domesticus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-72229-A-6.wav,hen,bird,esc-50,72229,母鸡,Hen,Gallus gallus domesticus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-72229-B-6.wav,hen,bird,esc-50,72229,母鸡,Hen,Gallus gallus domesticus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-73585-A-7.wav,insects,insect,esc-50,73585,昆虫（复合）,Insects,Insecta,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-7456-A-13.wav,crickets,insect,esc-50,7456,蟋蟀,Crickets,Gryllidae,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-75162-A-9.wav,crow,bird,esc-50,75162,乌鸦,Crow,Corvus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-75189-A-7.wav,insects,insect,esc-50,75189,昆虫（复合）,Insects,Insecta,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-75190-A-8.wav,sheep,mammal,esc-50,75190,羊,Sheep,Ovis aries,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-79113-A-5.wav,cat,mammal,esc-50,79113,猫,Cat,Felis catus,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-7973-A-7.wav,insects,insect,esc-50,7973,昆虫（复合）,Insects,Insecta,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-80785-A-7.wav,insects,insect,esc-50,80785,昆虫（复合）,Insects,Insecta,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-80840-A-13.wav,crickets,insect,esc-50,80840,蟋蟀,Crickets,Gryllidae,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-80841-A-13.wav,crickets,insect,esc-50,80841,蟋蟀,Crickets,Gryllidae,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-85362-A-0.wav,dog,mammal,esc-50,85362,犬,Dog,Canis lupus familiaris,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-88574-A-8.wav,sheep,mammal,esc-50,88574,羊,Sheep,Ovis aries,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-91359-A-11.wav,sea_waves,environment,esc-50,91359,海浪,Sea waves,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-91359-B-11.wav,sea_waves,environment,esc-50,91359,海浪,Sea waves,,ambient,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-96950-A-9.wav,crow,bird,esc-50,96950,乌鸦,Crow,Corvus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-96950-B-9.wav,crow,bird,esc-50,96950,乌鸦,Crow,Corvus,song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-97392-A-0.wav,dog,mammal,esc-50,97392,犬,Dog,Canis lupus familiaris,vocalization,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/1-9841-A-13.wav,crickets,insect,esc-50,9841,蟋蟀,Crickets,Gryllidae,calling_song,,fold1,esc-50,CC-BY-NC-3.0,0,5
audio/2-100786-A-1.wav,rooster,bird,esc-50,100786,公鸡,Rooster,Gallus gallus domesticus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-101676-A-10.wav,rain,environment,esc-50,101676,雨声,Rain,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-102852-A-11.wav,sea_waves,environment,esc-50,102852,海浪,Sea waves,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-104105-A-19.wav,thunderstorm,environment,esc-50,104105,雷暴,Thunderstorm,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-104105-B-19.wav,thunderstorm,environment,esc-50,104105,雷暴,Thunderstorm,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-104952-A-16.wav,wind,environment,esc-50,104952,风声,Wind,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-104952-B-16.wav,wind,environment,esc-50,104952,风声,Wind,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-106019-A-13.wav,crickets,insect,esc-50,106019,蟋蟀,Crickets,Gryllidae,calling_song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-108760-A-14.wav,chirping_birds,bird,esc-50,108760,鸣禽,Chirping birds,Aves,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-108760-B-14.wav,chirping_birds,bird,esc-50,108760,鸣禽,Chirping birds,Aves,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-108761-A-14.wav,chirping_birds,bird,esc-50,108761,鸣禽,Chirping birds,Aves,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-108763-A-9.wav,crow,bird,esc-50,108763,乌鸦,Crow,Corvus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-108766-A-9.wav,crow,bird,esc-50,108766,乌鸦,Crow,Corvus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-108767-A-9.wav,crow,bird,esc-50,108767,乌鸦,Crow,Corvus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-108767-B-9.wav,crow,bird,esc-50,108767,乌鸦,Crow,Corvus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-108767-C-9.wav,crow,bird,esc-50,108767,乌鸦,Crow,Corvus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-109231-A-9.wav,crow,bird,esc-50,109231,乌鸦,Crow,Corvus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-109231-B-9.wav,crow,bird,esc-50,109231,乌鸦,Crow,Corvus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-109231-C-9.wav,crow,bird,esc-50,109231,乌鸦,Crow,Corvus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-109371-A-16.wav,wind,environment,esc-50,109371,风声,Wind,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-109371-B-16.wav,wind,environment,esc-50,109371,风声,Wind,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-109371-C-16.wav,wind,environment,esc-50,109371,风声,Wind,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-109371-D-16.wav,wind,environment,esc-50,109371,风声,Wind,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-109374-A-16.wav,wind,environment,esc-50,109374,风声,Wind,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-110010-A-5.wav,cat,mammal,esc-50,110010,猫,Cat,Felis catus,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-110011-A-5.wav,cat,mammal,esc-50,110011,猫,Cat,Felis catus,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-110613-A-13.wav,crickets,insect,esc-50,110613,蟋蟀,Crickets,Gryllidae,calling_song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-110614-A-8.wav,sheep,mammal,esc-50,110614,羊,Sheep,Ovis aries,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-110614-B-8.wav,sheep,mammal,esc-50,110614,羊,Sheep,Ovis aries,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-114280-A-0.wav,dog,mammal,esc-50,114280,犬,Dog,Canis lupus familiaris,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-114587-A-0.wav,dog,mammal,esc-50,114587,犬,Dog,Canis lupus familiaris,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-116400-A-0.wav,dog,mammal,esc-50,116400,犬,Dog,Canis lupus familiaris,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-117271-A-0.wav,dog,mammal,esc-50,117271,犬,Dog,Canis lupus familiaris,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-117625-A-10.wav,rain,environment,esc-50,117625,雨声,Rain,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-118072-A-0.wav,dog,mammal,esc-50,118072,犬,Dog,Canis lupus familiaris,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-118964-A-0.wav,dog,mammal,esc-50,118964,犬,Dog,Canis lupus familiaris,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-119161-A-8.wav,sheep,mammal,esc-50,119161,羊,Sheep,Ovis aries,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-119161-B-8.wav,sheep,mammal,esc-50,119161,羊,Sheep,Ovis aries,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-119161-C-8.wav,sheep,mammal,esc-50,119161,羊,Sheep,Ovis aries,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-120586-A-6.wav,hen,bird,esc-50,120586,母鸡,Hen,Gallus gallus domesticus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-120587-A-6.wav,hen,bird,esc-50,120587,母鸡,Hen,Gallus gallus domesticus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-122104-A-0.wav,dog,mammal,esc-50,122104,犬,Dog,Canis lupus familiaris,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-122104-B-0.wav,dog,mammal,esc-50,122104,犬,Dog,Canis lupus familiaris,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-122616-A-14.wav,chirping_birds,bird,esc-50,122616,鸣禽,Chirping birds,Aves,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-124662-A-11.wav,sea_waves,environment,esc-50,124662,海浪,Sea waves,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-125821-A-13.wav,crickets,insect,esc-50,125821,蟋蟀,Crickets,Gryllidae,calling_song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-125875-A-13.wav,crickets,insect,esc-50,125875,蟋蟀,Crickets,Gryllidae,calling_song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-125966-A-11.wav,sea_waves,environment,esc-50,125966,海浪,Sea waves,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-127109-A-6.wav,hen,bird,esc-50,127109,母鸡,Hen,Gallus gallus domesticus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-132157-A-11.wav,sea_waves,environment,esc-50,132157,海浪,Sea waves,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-132157-B-11.wav,sea_waves,environment,esc-50,132157,海浪,Sea waves,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-133863-A-11.wav,sea_waves,environment,esc-50,133863,海浪,Sea waves,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-134049-A-6.wav,hen,bird,esc-50,134049,母鸡,Hen,Gallus gallus domesticus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-137162-A-11.wav,sea_waves,environment,esc-50,137162,海浪,Sea waves,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-155801-A-11.wav,sea_waves,environment,esc-50,155801,海浪,Sea waves,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-157488-A-6.wav,hen,bird,esc-50,157488,母鸡,Hen,Gallus gallus domesticus,song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-160128-A-7.wav,insects,insect,esc-50,160128,昆虫（复合）,Insects,Insecta,calling_song,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-182508-A-8.wav,sheep,mammal,esc-50,182508,羊,Sheep,Ovis aries,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-182508-B-8.wav,sheep,mammal,esc-50,182508,羊,Sheep,Ovis aries,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-18766-A-12.wav,crackling_fire,environment,esc-50,18766,篝火,Crackling fire,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-18766-B-12.wav,crackling_fire,environment,esc-50,18766,篝火,Crackling fire,,ambient,,fold2,esc-50,CC-BY-NC-3.0,0,5
audio/2-196688-A-8.wav,sheep,mammal,esc-50,196688,羊,Sheep,Ovis aries,vocalization,,fold2,esc-50,CC-BY-NC-3.0,0,5
